OBJECTID;BEZIRK_NR;ID_STAMMDATEN;ID_SCHICHTDATEN;TK25;DGK5;ARCHIVKURZBEZEICHNUNG;E_DGK5;E_ARCHIVKURZBEZEICHNUNG;VERTRAULICHKEIT;AUFSCHLUSSBEZEICHNUNG;BOHRDATUM;X_ETRS89;Y_ETRS89;RECHTSWERT_GK;HOCHWERT_GK;ANSATZHOEHE_NN;GW_FLURABSTAND;ENDTEUFE;OBERE_TIEFE;UNTERE_TIEFE;STRATIGRAPHIE;HAUPTGEMENGTEIL;NEBENGEMENGTEIL;FARBE;GENESE;ZUSATZ;HYDROSTRATIGRAPHIE;SE_ANNO_CAD_DATA
496046;1;63472;496046;2426;6634;A1196;6632;E176;öffentlich;B.4;26.11.1971;566877;5.933631e+06;3.5669735e+06;5.9355665e+06;9;5.6;16;8.8;9.4;qh;U;org,hz,res(hzw),Kl(mos),k;sw;Uk(pm);ld3-ld4;
496049;1;63472;496049;2426;6634;A1196;6632;E176;öffentlich;B.4;26.11.1971;566877;5.933631e+06;3.5669735e+06;5.9355665e+06;9;5.6;16;10.1;10.4;qh;T;u,hz,pf,kf;gr;Uk(pm);kos4;
496050;1;63472;496050;2426;6634;A1196;6632;E176;öffentlich;B.4;26.11.1971;566877;5.933631e+06;3.5669735e+06;5.9355665e+06;9;5.6;16;10.4;12.4;qh;H;kf;bn;H;fe;
496051;1;63472;496051;2426;6634;A1196;6632;E176;öffentlich;B.4;26.11.1971;566877;5.933631e+06;3.5669735e+06;5.9355665e+06;9;5.6;16;12.4;12.7;qh;H;kf;hbn;H;fe;
496053;1;63472;496053;2426;6634;A1196;6632;E176;öffentlich;B.4;26.11.1971;566877;5.933631e+06;3.5669735e+06;5.9355665e+06;9;5.6;16;13.8;15.1;qh;fS;u,res(hz),kf;gr;;ld4;
496054;1;63472;496054;2426;6634;A1196;6632;E176;öffentlich;B.4;26.11.1971;566877;5.933631e+06;3.5669735e+06;5.9355665e+06;9;5.6;16;15.1;16;qh;fS;res(hz),kf;gr;;ld4;
505754;1;64627;505754;2426;6634;A98;6632;E1105;öffentlich;B.70;14.04.1947;566860;5.933658e+06;3.566957e+06;5.935593e+06;3.5;2.6;10.5;0;0.8;;G:ys;s2,k;gr;;gw(2.60),gw(4.30);L0
505755;1;64627;505755;2426;6634;A98;6632;E1105;öffentlich;B.70;14.04.1947;566860;5.933658e+06;3.566957e+06;5.935593e+06;3.5;2.6;10.5;0.8;1.5;;ffS-fS;G:yw,k,unrein;ge=;;;
505756;1;64627;505756;2426;6634;A98;6632;E1105;öffentlich;B.70;14.04.1947;566860;5.933658e+06;3.566957e+06;5.935593e+06;3.5;2.6;10.5;1.5;2.6;;ffS-mS;h2,pf,kf;gr;Schlamm;;
505759;1;64627;505759;2426;6634;A98;6632;E1105;öffentlich;B.70;14.04.1947;566860;5.933658e+06;3.566957e+06;5.935593e+06;3.5;2.6;10.5;5.4;8;qh;H;kf;bn;og;;
505760;1;64627;505760;2426;6634;A98;6632;E1105;öffentlich;B.70;14.04.1947;566860;5.933658e+06;3.566957e+06;5.935593e+06;3.5;2.6;10.5;8;8.5;qh;T;tm-tf,pf(dt),kf;hgr;;;
505761;1;64627;505761;2426;6634;A98;6632;E1105;öffentlich;B.70;14.04.1947;566860;5.933658e+06;3.566957e+06;5.935593e+06;3.5;2.6;10.5;8.5;10.5;qh;fS(weniger)-gS;kf;hgr;f;;
502806;1;64266;502806;2426;6634;A654;6632;E825;öffentlich;B.6;26.11.1958;566862;5.933715e+06;3.566959e+06;5.93565e+06;3;1.7;15;1.3;2;qh;T;td,u,kf;gegr;Uk(pm);;
502808;1;64266;502808;2426;6634;A654;6632;E825;öffentlich;B.6;26.11.1958;566862;5.933715e+06;3.566959e+06;5.93565e+06;3;1.7;15;3.4;6.8;qh;T;td,h4,u,kf;dgr;Uk(pm,P:h);;
502810;1;64266;502810;2426;6634;A654;6632;E825;öffentlich;B.6;26.11.1958;566862;5.933715e+06;3.566959e+06;5.93565e+06;3;1.7;15;8.1;9.5;qp;mS;gs,fg2,kf;hgr;gf;;
502811;1;64266;502811;2426;6634;A654;6632;E825;öffentlich;B.6;26.11.1958;566862;5.933715e+06;3.566959e+06;5.93565e+06;3;1.7;15;9.5;15;qp;mS;gs,kf;hgr;gf;;
509121;1;65003;509121;2426;6634;B287;6632;F292;öffentlich;B.1;25.11.1954;567239;5.933719e+06;3.567336e+06;5.935654e+06;1.99;2.2;16.1;0;1.9;;T;s,G:yy,tm4,k;gr;;gw(2.20);
509124;1;65003;509124;2426;6634;B287;6632;F292;öffentlich;B.1;25.11.1954;567239;5.933719e+06;3.567336e+06;5.935654e+06;1.99;2.2;16.1;3.5;4.5;qh;Hlb;t2,kf;d-gr;H;;
509125;1;65003;509125;2426;6634;B287;6632;F292;öffentlich;B.1;25.11.1954;567239;5.933719e+06;3.567336e+06;5.935654e+06;1.99;2.2;16.1;4.5;6;qh;T;h2,pf,tm,kf;gr;Uk(pm);;
509127;1;65003;509127;2426;6634;B287;6632;F292;öffentlich;B.1;25.11.1954;567239;5.933719e+06;3.567336e+06;5.935654e+06;1.99;2.2;16.1;7.2;9.5;qh;fS-mS;kf,unrein;gr;f;;
509128;1;65003;509128;2426;6634;B287;6632;F292;öffentlich;B.1;25.11.1954;567239;5.933719e+06;3.567336e+06;5.935654e+06;1.99;2.2;16.1;9.5;11.4;qh;fS-mS;kf;gr;f;etwas unrein,qp?;
509131;1;65004;509131;2426;6634;B288;6632;F293;öffentlich;B.2;25.11.1954;567264;5.933743e+06;3.567361e+06;5.935678e+06;0.91;0.9;16.1;0;3.5;;G:yy;s,k;bu;;gw(0.85);L0
509132;1;65004;509132;2426;6634;B288;6632;F293;öffentlich;B.2;25.11.1954;567264;5.933743e+06;3.567361e+06;5.935678e+06;0.91;0.9;16.1;3.5;5.1;;U;t2,fs,h,kf;gr;Uk(pm,jung);;
509135;1;65004;509135;2426;6634;B288;6632;F293;öffentlich;B.2;25.11.1954;567264;5.933743e+06;3.567361e+06;5.935678e+06;0.91;0.9;16.1;7.2;9.5;;fS-mS;gs2-fg2,kf;gr;;unrein,qh?;
509136;1;65004;509136;2426;6634;B288;6632;F293;öffentlich;B.2;25.11.1954;567264;5.933743e+06;3.567361e+06;5.935678e+06;0.91;0.9;16.1;9.5;13.4;qh;fS-mS;kf,unrein;gr;f;;
509138;1;65004;509138;2426;6634;B288;6632;F293;öffentlich;B.2;25.11.1954;567264;5.933743e+06;3.567361e+06;5.935678e+06;0.91;0.9;16.1;15.1;16.1;qp;fS-mS;gs2-mg2,kf;ge=;gf;;
511900;1;65362;511900;2426;6634;B61;6632;F607;öffentlich;B.28;07.02.1947;567362;5.933442e+06;3.567459e+06;5.935377e+06;-0.21;0;7.5;0;2.7;;W;;;;gw(0.00),gw(4.10);
511903;1;65362;511903;2426;6634;B61;6632;F607;öffentlich;B.28;07.02.1947;567362;5.933442e+06;3.567459e+06;5.935377e+06;-0.21;0;7.5;5.2;7.5;;fS;ms,fe;gr;;;
512015;1;65378;512015;2426;6634;B624;6632;F623;öffentlich;B.1;28.03.1963;567072;5.933666e+06;3.567169e+06;5.935601e+06;2.56;3.2;10;0;2.4;;fS-mS;h2,gs,fg,k;bn-gr;y;gw(3.20);L0
512017;1;65378;512017;2426;6634;B624;6632;F623;öffentlich;B.1;28.03.1963;567072;5.933666e+06;3.567169e+06;5.935601e+06;2.56;3.2;10;2.9;4.2;;fS;h,G:yy,k;gr;y;;L0
512019;1;65378;512019;2426;6634;B624;6632;F623;öffentlich;B.1;28.03.1963;567072;5.933666e+06;3.567169e+06;5.935601e+06;2.56;3.2;10;4.6;7.1;qh;H;t4,u4,kf;d-bn;H;;
512020;1;65378;512020;2426;6634;B624;6632;F623;öffentlich;B.1;28.03.1963;567072;5.933666e+06;3.567169e+06;5.935601e+06;2.56;3.2;10;7.1;7.7;qh;T;u,voe(pf),kf;gr;;;
512021;1;65378;512021;2426;6634;B624;6632;F623;öffentlich;B.1;28.03.1963;567072;5.933666e+06;3.567169e+06;5.935601e+06;2.56;3.2;10;7.7;8.9;qh;fS;h1,kf;bn=-gr;f;;
512031;1;65380;512031;2426;6634;B626;6632;F624;öffentlich;B.3;26.03.1963;567173;5.933504e+06;3.56727e+06;5.935439e+06;3.9;3.6;13;3.7;5.2;;G:yy;s,k;gr;y;;L0
512033;1;65380;512033;2426;6634;B626;6632;F624;öffentlich;B.3;26.03.1963;567173;5.933504e+06;3.56727e+06;5.935439e+06;3.9;3.6;13;7.1;9;qh;U;h,voe(pf),kf;gr;Uk(pm),sim(P:F);;
512034;1;65380;512034;2426;6634;B626;6632;F624;öffentlich;B.3;26.03.1963;567173;5.933504e+06;3.56727e+06;5.935439e+06;3.9;3.6;13;9;11.3;qh;fS;kf;gr;f;;
512035;1;65380;512035;2426;6634;B626;6632;F624;öffentlich;B.3;26.03.1963;567173;5.933504e+06;3.56727e+06;5.935439e+06;3.9;3.6;13;11.3;13;qp;mS;gs2-mg2,kf;ge=-gr;gf;;
513505;1;65556;513505;2426;6634;B785;6632;E1162;öffentlich;B.1;07.08.1967;566937;5.933402e+06;3.567034e+06;5.935337e+06;4.12;4.1;20;3.5;3.7;;fS-mS;u,k;sw;y;Auf,ld5;L0
513507;1;65556;513507;2426;6634;B785;6632;E1162;öffentlich;B.1;07.08.1967;566937;5.933402e+06;3.567034e+06;5.935337e+06;4.12;4.1;20;4.7;4.8;;fS-mS;h,k;dbn;y;Auf,ld5;L0
